name,lat,lng,location_type,accessibility_metric,accessibility_category,accessibility_code,region
Block 424D (YISHUN),1.42282966353596,103.849223389089,HDB,74.9909,Moderate Accessibility,2,YISHUN
Block 425 (BUKIT BATOK),1.3618323500025,103.745225942903,HDB,55.7617,Poor Accessibility,3,BUKIT BATOK
Block 425 (CLEMENTI),1.30962652347548,103.771123130536,HDB,104.1394,High Accessibility,1,CLEMENTI
Block 425 (JURONG WEST),1.35085080574192,103.724437331849,HDB,77.4745,Moderate Accessibility,2,JURONG WEST
Block 425 (YISHUN),1.42242242128485,103.848326515766,HDB,80.2351,Moderate Accessibility,2,YISHUN
Block 426 (BUKIT BATOK),1.36167974405645,103.744897400512,HDB,55.9208,Poor Accessibility,3,BUKIT BATOK
Block 426 (JURONG WEST),1.35159139427911,103.72464010393,HDB,74.8125,Moderate Accessibility,2,JURONG WEST
Block 426 (YISHUN),1.42291843445628,103.846025289785,HDB,96.9821,High Accessibility,1,YISHUN
Block 426A (YISHUN),1.42308082717826,103.846419380158,HDB,94.9842,High Accessibility,1,YISHUN
Block 426B (YISHUN),1.4227214845963,103.846366899948,HDB,94.3625,High Accessibility,1,YISHUN
Block 426C (YISHUN),1.42271649180053,103.846963657212,HDB,90.2823,Moderate Accessibility,2,YISHUN
Block 426D (YISHUN),1.42312201562129,103.84749822076,HDB,87.0633,Moderate Accessibility,2,YISHUN
Block 427 (JURONG WEST),1.35131373566097,103.725596710632,HDB,75.6302,Moderate Accessibility,2,JURONG WEST
Block 427 (PASIR RIS),1.37030649259799,103.956014968641,HDB,81.2749,Moderate Accessibility,2,PASIR RIS
Block 427 (YISHUN),1.42206906919871,103.848091765572,HDB,81.2108,Moderate Accessibility,2,YISHUN
Block 428 (JURONG WEST),1.35159913494273,103.725287626291,HDB,74.6962,Moderate Accessibility,2,JURONG WEST
Block 428 (PASIR RIS),1.36938405176505,103.95649211363,HDB,80.5066,Moderate Accessibility,2,PASIR RIS
Block 428 (YISHUN),1.42238048026576,103.847098955075,HDB,88.5428,Moderate Accessibility,2,YISHUN
Block 428A (YISHUN),1.42252779234301,103.847445232519,HDB,86.4489,Moderate Accessibility,2,YISHUN
Block 428B (YISHUN),1.42207815400064,103.847233385196,HDB,86.9023,Moderate Accessibility,2,YISHUN
Block 429 (JURONG WEST),1.35192512753925,103.724496797657,HDB,73.6343,Moderate Accessibility,2,JURONG WEST
Block 429 (PASIR RIS),1.37007368495954,103.956730877173,HDB,79.0612,Moderate Accessibility,2,PASIR RIS
Block 429 (YISHUN),1.42228680203563,103.849145310406,HDB,74.9997,Moderate Accessibility,2,YISHUN
Block 429A (YISHUN),1.42209731725453,103.849560369299,HDB,72.4681,Poor Accessibility,3,YISHUN
Block 429B (YISHUN),1.42171591948582,103.849243699301,HDB,73.77,Moderate Accessibility,2,YISHUN
Block 429C (YISHUN),1.42181963359142,103.84943000844,HDB,72.8796,Poor Accessibility,3,YISHUN
Block 43 (BEDOK),1.32154128092741,103.94159328974,HDB,86.2398,Moderate Accessibility,2,BEDOK
Block 43 (NOVENA),1.32706129594152,103.857074784242,HDB,86.7586,Moderate Accessibility,2,NOVENA
Block 43 (TOA PAYOH),1.33593875252104,103.854288176424,HDB,93.4677,High Accessibility,1,TOA PAYOH
Block 43 (MARINE PARADE),1.3055188809192,103.913021967404,HDB,134.2529,High Accessibility,1,MARINE PARADE
Block 43 (JURONG EAST),1.32110255874093,103.741674029792,HDB,62.4355,Poor Accessibility,3,JURONG EAST
Block 430 (JURONG WEST),1.3519543113972,103.725622636589,HDB,73.3629,Poor Accessibility,3,JURONG WEST
Block 430 (YISHUN),1.42115590658247,103.848117628541,HDB,80.3282,Moderate Accessibility,2,YISHUN
Block 430A (YISHUN),1.42141170441529,103.848563744666,HDB,77.6661,Moderate Accessibility,2,YISHUN
Block 430B (YISHUN),1.42098709730833,103.848612654306,HDB,77.2606,Moderate Accessibility,2,YISHUN
Block 431 (JURONG WEST),1.35230306526458,103.72463219774,HDB,72.2993,Poor Accessibility,3,JURONG WEST
Block 431 (YISHUN),1.42026334174509,103.847589407494,HDB,83.0179,Moderate Accessibility,2,YISHUN
Block 431A (YISHUN),1.41960834068659,103.847325092968,HDB,83.8794,Moderate Accessibility,2,YISHUN
Block 431B (YISHUN),1.4203331802259,103.847102448565,HDB,86.2198,Moderate Accessibility,2,YISHUN
Block 431C (YISHUN),1.42019719250114,103.84650450091,HDB,90.0163,Moderate Accessibility,2,YISHUN
Block 431D (YISHUN),1.4199690584837,103.846969476811,HDB,86.6656,Moderate Accessibility,2,YISHUN
Block 432 (JURONG WEST),1.35256372860883,103.723569457588,HDB,71.3202,Poor Accessibility,3,JURONG WEST
Block 432A (YISHUN),1.41930728950471,103.847043629046,HDB,85.1933,Moderate Accessibility,2,YISHUN
Block 432B (YISHUN),1.41909993352842,103.846461812401,HDB,88.6071,Moderate Accessibility,2,YISHUN
Block 432C (YISHUN),1.41949570230706,103.845973427257,HDB,92.6329,High Accessibility,1,YISHUN
Block 432D (YISHUN),1.4197951639605,103.846174058788,HDB,91.7249,High Accessibility,1,YISHUN
Block 433 (JURONG WEST),1.3527798445309,103.722858578257,HDB,70.388,Poor Accessibility,3,JURONG WEST
Block 433 (YISHUN),1.42091180649596,103.847293288083,HDB,85.4657,Moderate Accessibility,2,YISHUN
Block 434 (JURONG WEST),1.35240453284328,103.722709652373,HDB,71.632,Poor Accessibility,3,JURONG WEST
Block 435 (BUKIT BATOK),1.35934301212794,103.740364724968,HDB,57.9203,Poor Accessibility,3,BUKIT BATOK
Block 435 (JURONG WEST),1.35211011264928,103.723687896053,HDB,72.9275,Poor Accessibility,3,JURONG WEST
Block 435 (YISHUN),1.42133227396902,103.847281046929,HDB,85.7674,Moderate Accessibility,2,YISHUN
Block 435A (BUKIT BATOK),1.3595712460642,103.740524419592,HDB,57.8283,Poor Accessibility,3,BUKIT BATOK
Block 435B (BUKIT BATOK),1.35882272265832,103.740404826736,HDB,58.1465,Poor Accessibility,3,BUKIT BATOK
Block 435C (BUKIT BATOK),1.35830193935437,103.739753503555,HDB,58.2597,Poor Accessibility,3,BUKIT BATOK
Block 436 (BUKIT BATOK),1.3587185537598,103.739560126742,HDB,58.0699,Poor Accessibility,3,BUKIT BATOK
Block 436 (JURONG WEST),1.35208689545167,103.722864957524,HDB,72.8021,Poor Accessibility,3,JURONG WEST
Block 436 (YISHUN),1.42137878090937,103.84610055242,HDB,93.4422,High Accessibility,1,YISHUN
Block 436A (BUKIT BATOK),1.35912883183507,103.739978327829,HDB,57.97,Poor Accessibility,3,BUKIT BATOK
Block 437 (JURONG WEST),1.35157134078567,103.723964571541,HDB,74.8762,Moderate Accessibility,2,JURONG WEST
Block 437 (YISHUN),1.42168752611672,103.84756072452,HDB,84.0345,Moderate Accessibility,2,YISHUN
Block 437A (BUKIT BATOK),1.35817441794573,103.739218140966,HDB,58.3151,Poor Accessibility,3,BUKIT BATOK
Block 438 (BUKIT BATOK),1.35809190553563,103.739958236948,HDB,58.4109,Poor Accessibility,3,BUKIT BATOK
Block 438 (JURONG WEST),1.35140999298197,103.723600768486,HDB,75.4072,Moderate Accessibility,2,JURONG WEST
Block 438 (YISHUN),1.42167934851855,103.846089210389,HDB,93.5368,High Accessibility,1,YISHUN
Block 438A (BUKIT BATOK),1.3574856237206,103.740845096872,HDB,59.8405,Poor Accessibility,3,BUKIT BATOK
Block 438B (BUKIT BATOK),1.35788978585234,103.740481164284,HDB,58.7185,Poor Accessibility,3,BUKIT BATOK
Block 438C (BUKIT BATOK),1.35775731757846,103.739408616622,HDB,58.7696,Poor Accessibility,3,BUKIT BATOK
Block 439 (BUKIT BATOK),1.35735758102665,103.739983046884,HDB,59.5506,Poor Accessibility,3,BUKIT BATOK
Block 439 (JURONG WEST),1.35149768659892,103.723243759123,HDB,75.0151,Moderate Accessibility,2,JURONG WEST
Block 439 (YISHUN),1.42199326349606,103.84614699943,HDB,93.5918,High Accessibility,1,YISHUN
Block 439A (BUKIT BATOK),1.35682160436271,103.740330543468,HDB,60.9657,Poor Accessibility,3,BUKIT BATOK
Block 439B (BUKIT BATOK),1.35721494856744,103.739342992281,HDB,59.3927,Poor Accessibility,3,BUKIT BATOK
Block 439C (BUKIT BATOK),1.35762861295926,103.738857524407,HDB,58.867,Poor Accessibility,3,BUKIT BATOK
Block 44 (BEDOK),1.3211155478057,103.941675526083,HDB,84.1723,Moderate Accessibility,2,BEDOK
Block 44 (NOVENA),1.32740937893968,103.85723115625,HDB,85.5358,Moderate Accessibility,2,NOVENA
Block 44 (TOA PAYOH),1.33656759012952,103.853894095913,HDB,96.2041,High Accessibility,1,TOA PAYOH
Block 44 (MARINE PARADE),1.30473348573354,103.913087962182,HDB,131.4932,High Accessibility,1,MARINE PARADE
Block 44 (PASIR RIS),1.38273307379402,103.944507456095,HDB,58.0064,Poor Accessibility,3,PASIR RIS
Block 44 (JURONG EAST),1.32075391757793,103.741600208874,HDB,61.2879,Poor Accessibility,3,JURONG EAST
Block 44A (MARINE PARADE),1.30510814499459,103.913141702544,HDB,132.5677,High Accessibility,1,MARINE PARADE
Block 44A (PASIR RIS),1.38277935970011,103.944426824585,HDB,57.8294,Poor Accessibility,3,PASIR RIS
Block 440 (BUKIT BATOK),1.35572308109486,103.739303105372,HDB,62.4921,Poor Accessibility,3,BUKIT BATOK
Block 440 (JURONG WEST),1.35131146892729,103.722836259059,HDB,75.5593,Moderate Accessibility,2,JURONG WEST
Block 440 (PASIR RIS),1.36899801064525,103.958647641559,HDB,73.8155,Moderate Accessibility,2,PASIR RIS
Block 440 (YISHUN),1.42233139600502,103.84613305852,HDB,94.6903,High Accessibility,1,YISHUN
Block 440A (BUKIT BATOK),1.35522654404615,103.738772439227,HDB,63.021,Poor Accessibility,3,BUKIT BATOK
Block 440B (BUKIT BATOK),1.35513845452594,103.738218129089,HDB,63.0483,Poor Accessibility,3,BUKIT BATOK
Block 440C (BUKIT BATOK),1.35513827041,103.737861245907,HDB,63.2371,Poor Accessibility,3,BUKIT BATOK
Block 440D (BUKIT BATOK),1.35513838763691,103.737031492997,HDB,63.6407,Poor Accessibility,3,BUKIT BATOK
Block 441 (BUKIT BATOK),1.35581791965188,103.738921251178,HDB,61.9618,Poor Accessibility,3,BUKIT BATOK
Block 441 (PASIR RIS),1.36922534298881,103.958173949924,HDB,75.1219,Moderate Accessibility,2,PASIR RIS
Block 441 (BISHAN),1.35908431540971,103.831751028982,HDB,96.7284,High Accessibility,1,BISHAN
Block 441 (YISHUN),1.42269819262201,103.845583106194,HDB,98.7395,High Accessibility,1,YISHUN
Block 441A (BUKIT BATOK),1.35610548541132,103.739002965384,HDB,61.4419,Poor Accessibility,3,BUKIT BATOK
Block 441A (PASIR RIS),1.36962760720282,103.957818519366,HDB,75.8983,Moderate Accessibility,2,PASIR RIS
Block 441B (BUKIT BATOK),1.35600327228239,103.738549101393,HDB,61.2559,Poor Accessibility,3,BUKIT BATOK
Block 441C (BUKIT BATOK),1.35556816773842,103.738704484722,HDB,62.2741,Poor Accessibility,3,BUKIT BATOK
Block 442 (BUKIT BATOK),1.3573695896372,103.738070872319,HDB,59.0169,Poor Accessibility,3,BUKIT BATOK
Block 442 (CHOA CHU KANG),1.38093969896375,103.737733890511,HDB,72.0116,Poor Accessibility,3,CHOA CHU KANG
Block 442 (JURONG WEST),1.35151847519437,103.719496480131,HDB,73.4128,Poor Accessibility,3,JURONG WEST
Block 442 (PASIR RIS),1.36893288711175,103.957951722203,HDB,76.0768,Moderate Accessibility,2,PASIR RIS
Block 442 (BISHAN),1.3592357565259,103.832368846087,HDB,97.3688,High Accessibility,1,BISHAN
Block 442 (YISHUN),1.42349006597765,103.845333238298,HDB,101.3363,High Accessibility,1,YISHUN
Block 442A (BUKIT BATOK),1.35660480719736,103.738628185843,HDB,60.0972,Poor Accessibility,3,BUKIT BATOK
Block 442B (BUKIT BATOK),1.35713363707316,103.73817224451,HDB,59.2772,Poor Accessibility,3,BUKIT BATOK
Block 442C (BUKIT BATOK),1.35713364367421,103.737972739621,HDB,59.2374,Poor Accessibility,3,BUKIT BATOK
Block 443 (BUKIT BATOK),1.3561417439145,103.737291779061,HDB,61.2907,Poor Accessibility,3,BUKIT BATOK
Block 443 (CHOA CHU KANG),1.38128651592265,103.737535307012,HDB,71.5694,Poor Accessibility,3,CHOA CHU KANG
Block 443 (JURONG WEST),1.35180253711599,103.720394145176,HDB,72.3222,Poor Accessibility,3,JURONG WEST
Block 443 (PASIR RIS),1.36944395800279,103.957368900692,HDB,77.5401,Moderate Accessibility,2,PASIR RIS
Block 443 (BISHAN),1.35894835768493,103.832787659271,HDB,99.8626,High Accessibility,1,BISHAN
Block 443 (YISHUN),1.42381002085379,103.844973012516,HDB,102.4855,High Accessibility,1,YISHUN
Block 443A (BUKIT BATOK),1.35653277301058,103.737760469396,HDB,60.2303,Poor Accessibility,3,BUKIT BATOK
Block 443B (BUKIT BATOK),1.35612327530865,103.737831166898,HDB,61.0999,Poor Accessibility,3,BUKIT BATOK
Block 443C (BUKIT BATOK),1.35557897178099,103.737833820151,HDB,62.2918,Poor Accessibility,3,BUKIT BATOK
Block 443D (BUKIT BATOK),1.35559341715517,103.737118247972,HDB,62.5875,Poor Accessibility,3,BUKIT BATOK
Block 444 (CHOA CHU KANG),1.38161754509099,103.737451795053,HDB,71.484,Poor Accessibility,3,CHOA CHU KANG
Block 444 (JURONG WEST),1.35195380808937,103.719396655601,HDB,71.6858,Poor Accessibility,3,JURONG WEST
Block 444 (PASIR RIS),1.37000224411598,103.95748962666,HDB,76.5963,Moderate Accessibility,2,PASIR RIS
Block 444 (BISHAN),1.35853942882943,103.832309279131,HDB,101.7179,High Accessibility,1,BISHAN
Block 445 (BUKIT BATOK),1.35082263178052,103.738268338696,HDB,72.6885,Poor Accessibility,3,BUKIT BATOK
Block 445 (CHOA CHU KANG),1.38190797473511,103.736903003149,HDB,69.6861,Poor Accessibility,3,CHOA CHU KANG
Block 445 (JURONG WEST),1.35206424277749,103.720552662265,HDB,71.4166,Poor Accessibility,3,JURONG WEST
Block 445 (PASIR RIS),1.37008367667096,103.957783888488,HDB,75.542,Moderate Accessibility,2,PASIR RIS
Block 445 (BISHAN),1.35871142499038,103.831720136073,HDB,99.0309,High Accessibility,1,BISHAN
Block 445 (YISHUN),1.42319178686724,103.844627724673,HDB,103.2861,High Accessibility,1,YISHUN
Block 445A (BUKIT BATOK),1.35097419119069,103.739240258216,HDB,72.8127,Poor Accessibility,3,BUKIT BATOK
Block 445A (CHOA CHU KANG),1.38122187788984,103.736636388659,HDB,68.332,Poor Accessibility,3,CHOA CHU KANG
Block 445B (BUKIT BATOK),1.35107437750712,103.738755449982,HDB,72.3874,Poor Accessibility,3,BUKIT BATOK
Block 445C (BUKIT BATOK),1.35079158086515,103.738573023892,HDB,72.9043,Poor Accessibility,3,BUKIT BATOK
Block 446 (BISHAN),1.3578715351567,103.832313916906,HDB,106.5682,High Accessibility,1,BISHAN
Block 446 (BUKIT BATOK),1.35017339059587,103.739086387813,HDB,74.4012,Moderate Accessibility,2,BUKIT BATOK
Block 446 (CHOA CHU KANG),1.3807129959352,103.73689142472,HDB,68.8571,Poor Accessibility,3,CHOA CHU KANG
Block 446 (JURONG WEST),1.35221571310532,103.719555604477,HDB,70.7118,Poor Accessibility,3,JURONG WEST
Block 446 (PASIR RIS),1.37030597181051,103.957726863885,HDB,75.4789,Moderate Accessibility,2,PASIR RIS
Block 446 (YISHUN),1.42303228780099,103.845159830926,HDB,101.3213,High Accessibility,1,YISHUN
Block 446A (BUKIT BATOK),1.35038381956263,103.739194582058,HDB,74.0302,Moderate Accessibility,2,BUKIT BATOK
Block 447 (BISHAN),1.3582216078161,103.831932958776,HDB,103.1582,High Accessibility,1,BISHAN
Block 447 (BUKIT BATOK),1.35269613917058,103.739809933376,HDB,69.006,Poor Accessibility,3,BUKIT BATOK
Block 447 (CHOA CHU KANG),1.38063288913608,103.737541643389,HDB,71.0964,Poor Accessibility,3,CHOA CHU KANG
Block 447 (JURONG WEST),1.35248124739534,103.720399429592,HDB,69.8358,Poor Accessibility,3,JURONG WEST
Block 447 (PASIR RIS),1.37084205506613,103.957860588609,HDB,74.3827,Moderate Accessibility,2,PASIR RIS
Block 447 (YISHUN),1.42276876184721,103.845037528443,HDB,101.3036,High Accessibility,1,YISHUN
Block 447A (BUKIT BATOK),1.35241777262812,103.739894249774,HDB,69.7089,Poor Accessibility,3,BUKIT BATOK
Block 448 (BISHAN),1.35840616993705,103.831431580561,HDB,100.2792,High Accessibility,1,BISHAN
Block 448 (BUKIT BATOK),1.35218399433958,103.740474270983,HDB,70.5168,Poor Accessibility,3,BUKIT BATOK
Block 448 (CHOA CHU KANG),1.38022306846711,103.737346540576,HDB,70.0363,Poor Accessibility,3,CHOA CHU KANG
Block 448 (JURONG WEST),1.35263257879691,103.719400998152,HDB,69.1273,Poor Accessibility,3,JURONG WEST
Block 448 (PASIR RIS),1.37058343649099,103.958105613797,HDB,73.9177,Moderate Accessibility,2,PASIR RIS
Block 448 (YISHUN),1.42248271677898,103.844903042843,HDB,101.2316,High Accessibility,1,YISHUN
Block 448A (BISHAN),1.35784793543396,103.831624473899,HDB,105.1501,High Accessibility,1,BISHAN
Block 448A (BUKIT BATOK),1.35286511774512,103.740438584574,HDB,69.1937,Poor Accessibility,3,BUKIT BATOK
Block 448B (BUKIT BATOK),1.35314900034194,103.740846555722,HDB,69.1185,Poor Accessibility,3,BUKIT BATOK
Block 448C (BUKIT BATOK),1.35272258284343,103.741240002444,HDB,70.323,Poor Accessibility,3,BUKIT BATOK
Block 448D (BUKIT BATOK),1.35261452955005,103.740579772932,HDB,69.7833,Poor Accessibility,3,BUKIT BATOK
Block 449 (CHOA CHU KANG),1.3791714217924,103.736251145733,HDB,64.8835,Poor Accessibility,3,CHOA CHU KANG
Block 449 (JURONG WEST),1.35234799631864,103.718438388228,HDB,70.3126,Poor Accessibility,3,JURONG WEST
Block 449 (PASIR RIS),1.37084212079513,103.958350684252,HDB,72.8086,Poor Accessibility,3,PASIR RIS
Block 449 (BISHAN),1.35808106284654,103.83079059602,HDB,100.0164,High Accessibility,1,BISHAN
Block 449 (YISHUN),1.42260229629233,103.844247701105,HDB,103.7275,High Accessibility,1,YISHUN
Block 449A (BUKIT BATOK),1.35234861922854,103.74151018118,HDB,71.2822,Poor Accessibility,3,BUKIT BATOK
Block 449B (BUKIT BATOK),1.35197886358706,103.741081176999,HDB,71.3967,Poor Accessibility,3,BUKIT BATOK
Block 449C (BUKIT BATOK),1.35205575997086,103.74150431395,HDB,71.7662,Poor Accessibility,3,BUKIT BATOK
Block 45 (BEDOK),1.32864779394508,103.924495382454,HDB,206.6588,High Accessibility,1,BEDOK
Block 45 (NOVENA),1.3275352317477,103.857287579366,HDB,85.0905,Moderate Accessibility,2,NOVENA
Block 45 (MARINE PARADE),1.30455023575131,103.912455527874,HDB,134.5344,High Accessibility,1,MARINE PARADE
Block 45 (JURONG EAST),1.32005146692874,103.741129936544,HDB,58.9909,Poor Accessibility,3,JURONG EAST
Block 450 (CHOA CHU KANG),1.37953908953632,103.736076503187,HDB,64.7653,Poor Accessibility,3,CHOA CHU KANG
Block 450 (JURONG WEST),1.35163889174202,103.717524141693,HDB,72.8632,Poor Accessibility,3,JURONG WEST
Block 450 (PASIR RIS),1.37114186482906,103.958096908654,HDB,73.2187,Poor Accessibility,3,PASIR RIS
Block 450 (BISHAN),1.35835553844469,103.830397807509,HDB,96.1252,High Accessibility,1,BISHAN
Block 450 (YISHUN),1.42204534847417,103.84402117894,HDB,103.4353,High Accessibility,1,YISHUN
Block 450A (CHOA CHU KANG),1.37935086992708,103.735688668976,HDB,63.2154,Poor Accessibility,3,CHOA CHU KANG
Block 451 (CHOA CHU KANG),1.38005209281397,103.735651375333,HDB,63.889,Poor Accessibility,3,CHOA CHU KANG
Block 451 (JURONG WEST),1.35187874821928,103.718501587999,HDB,71.9537,Poor Accessibility,3,JURONG WEST
Block 451 (PASIR RIS),1.37148485289055,103.958096936477,HDB,72.7311,Poor Accessibility,3,PASIR RIS
Block 451 (BISHAN),1.35851090906303,103.830066980252,HDB,93.381,High Accessibility,1,BISHAN
Block 451 (YISHUN),1.42205375166534,103.844675188975,HDB,101.1242,High Accessibility,1,YISHUN
Block 451A (BUKIT BATOK),1.35304899382254,103.742932562787,HDB,71.491,Poor Accessibility,3,BUKIT BATOK
Block 451C (BUKIT BATOK),1.35276732681254,103.743011108984,HDB,72.153,Poor Accessibility,3,BUKIT BATOK
Block 452 (BUKIT BATOK),1.3524863746434,103.742074603553,HDB,71.6729,Poor Accessibility,3,BUKIT BATOK
Block 452 (CHOA CHU KANG),1.38031130418576,103.735332010832,HDB,63.0658,Poor Accessibility,3,CHOA CHU KANG
Block 452 (JURONG WEST),1.35158269235001,103.718516174409,HDB,73.0172,Poor Accessibility,3,JURONG WEST
Block 452 (PASIR RIS),1.37148475368544,103.957361138968,HDB,75.111,Moderate Accessibility,2,PASIR RIS
Block 452 (BISHAN),1.35857465962241,103.829747971343,HDB,91.2549,Moderate Accessibility,2,BISHAN
Block 452 (YISHUN),1.42208264283536,103.84541571786,HDB,97.8735,High Accessibility,1,YISHUN
Block 452A (BUKIT BATOK),1.35265343215969,103.742573096086,HDB,71.9083,Poor Accessibility,3,BUKIT BATOK
Block 453 (BUKIT BATOK),1.35165936052661,103.742074739146,HDB,73.0711,Poor Accessibility,3,BUKIT BATOK
Block 453 (CHOA CHU KANG),1.37997802767876,103.73490597126,HDB,61.356,Poor Accessibility,3,CHOA CHU KANG
Block 453 (JURONG WEST),1.35137070665535,103.717502209972,HDB,73.8002,Moderate Accessibility,2,JURONG WEST
Block 453 (PASIR RIS),1.37186653491902,103.957400999428,HDB,74.3795,Moderate Accessibility,2,PASIR RIS
Block 453 (BISHAN),1.35904538127014,103.829898490029,HDB,89.5109,Moderate Accessibility,2,BISHAN
Block 453 (YISHUN),1.41991034065013,103.845554822212,HDB,96.0942,High Accessibility,1,YISHUN
Block 453A (BUKIT BATOK),1.35227488305445,103.742253260513,HDB,72.2549,Poor Accessibility,3,BUKIT BATOK
Block 453B (BUKIT BATOK),1.35202191803833,103.742688635431,HDB,73.2022,Poor Accessibility,3,BUKIT BATOK
Block 454 (ANG MO KIO),1.3679954241684,103.857890193629,HDB,110.2197,High Accessibility,1,ANG MO KIO
Block 454 (CHOA CHU KANG),1.37893713397214,103.73503881658,HDB,60.5966,Poor Accessibility,3,CHOA CHU KANG
Block 454 (JURONG WEST),1.35092856895453,103.717597915767,HDB,75.3727,Moderate Accessibility,2,JURONG WEST
Block 454 (PASIR RIS),1.37200973967204,103.958089263401,HDB,71.9503,Poor Accessibility,3,PASIR RIS
Block 454 (BISHAN),1.35910250034016,103.830578346914,HDB,92.3532,High Accessibility,1,BISHAN
Block 454 (YISHUN),1.41992025972747,103.845223000987,HDB,98.3704,High Accessibility,1,YISHUN
Block 455 (ANG MO KIO),1.36861890810982,103.857301050004,HDB,112.1575,High Accessibility,1,ANG MO KIO
Block 455 (CHOA CHU KANG),1.37942324084484,103.735183712105,HDB,61.6522,Poor Accessibility,3,CHOA CHU KANG
Block 455 (JURONG WEST),1.35106550496497,103.718527803659,HDB,74.9149,Moderate Accessibility,2,JURONG WEST
Block 455 (PASIR RIS),1.37177592143116,103.958350763979,HDB,71.498,Poor Accessibility,3,PASIR RIS
Block 455 (BISHAN),1.35872842447777,103.830642755509,HDB,94.8473,High Accessibility,1,BISHAN
Block 455 (YISHUN),1.41998045171784,103.844383980966,HDB,104.0496,High Accessibility,1,YISHUN
Block 455A (ANG MO KIO),1.36817376241157,103.857520553516,HDB,111.9183,High Accessibility,1,ANG MO KIO
Block 455B (ANG MO KIO),1.36833017912554,103.858495667837,HDB,106.7655,High Accessibility,1,ANG MO KIO
Block 455C (ANG MO KIO),1.36856484754808,103.857943144204,HDB,109.028,High Accessibility,1,ANG MO KIO
Block 456 (ANG MO KIO),1.36716071992678,103.858658520644,HDB,106.7031,High Accessibility,1,ANG MO KIO
Block 456 (CHOA CHU KANG),1.3790217623655,103.735214746213,HDB,61.2559,Poor Accessibility,3,CHOA CHU KANG
Block 456 (PASIR RIS),1.37194914784758,103.958840386608,HDB,69.733,Poor Accessibility,3,PASIR RIS
Block 456 (YISHUN),1.42036919149233,103.844403667721,HDB,103.9013,High Accessibility,1,YISHUN
Block 456A (CHOA CHU KANG),1.37892530950684,103.735506559967,HDB,62.0567,Poor Accessibility,3,CHOA CHU KANG
Block 456A (YISHUN),1.42033791627017,103.844936184411,HDB,100.5474,High Accessibility,1,YISHUN
Block 457 (ANG MO KIO),1.36569761910875,103.858941954115,HDB,103.3699,High Accessibility,1,ANG MO KIO
Block 457 (CHOA CHU KANG),1.37863545271757,103.736186811602,HDB,63.8547,Poor Accessibility,3,CHOA CHU KANG
Block 457 (PASIR RIS),1.37183660981489,103.959469524587,HDB,68.0244,Poor Accessibility,3,PASIR RIS
Block 457 (YISHUN),1.42040416166361,103.845538830732,HDB,96.6492,High Accessibility,1,YISHUN
Block 458 (ANG MO KIO),1.36656815236771,103.859626843322,HDB,102.3337,High Accessibility,1,ANG MO KIO
Block 458 (CHOA CHU KANG),1.37810129875023,103.73600232931,HDB,62.3458,Poor Accessibility,3,CHOA CHU KANG
Block 458 (PASIR RIS),1.37141488256463,103.959637410427,HDB,68.1138,Poor Accessibility,3,PASIR RIS
Block 458 (YISHUN),1.42066731724757,103.846207771514,HDB,92.4277,High Accessibility,1,YISHUN
Block 458A (PASIR RIS),1.37167465919125,103.960236177476,HDB,66.0372,Poor Accessibility,3,PASIR RIS
Block 458A (YISHUN),1.42085988799582,103.845950243324,HDB,94.2285,High Accessibility,1,YISHUN
Block 458B (PASIR RIS),1.37192389149932,103.959871473699,HDB,66.7346,Poor Accessibility,3,PASIR RIS
Block 459 (ANG MO KIO),1.36701964480661,103.859377190201,HDB,103.5823,High Accessibility,1,ANG MO KIO
Block 459 (CHOA CHU KANG),1.37818434118826,103.735126609036,HDB,59.8078,Poor Accessibility,3,CHOA CHU KANG
Block 459 (PASIR RIS),1.37090715567444,103.959642340082,HDB,68.7517,Poor Accessibility,3,PASIR RIS
Block 459 (YISHUN),1.42103574926841,103.846333547036,HDB,91.8303,High Accessibility,1,YISHUN
Block 459A (CHOA CHU KANG),1.37823208019492,103.735538283685,HDB,61.1225,Poor Accessibility,3,CHOA CHU KANG
Block 46 (NOVENA),1.32764653125141,103.85692208244,HDB,87.2408,Moderate Accessibility,2,NOVENA
Block 46 (TOA PAYOH),1.33679590445632,103.85339881314,HDB,98.737,High Accessibility,1,TOA PAYOH
Block 46 (MARINE PARADE),1.30510474826351,103.912659611854,HDB,135.0371,High Accessibility,1,MARINE PARADE
Block 46 (JURONG EAST),1.32003028137399,103.74047874277,HDB,58.5825,Poor Accessibility,3,JURONG EAST
Block 460 (ANG MO KIO),1.36633947709831,103.859122319513,HDB,103.999,High Accessibility,1,ANG MO KIO
Block 460 (BUKIT BATOK),1.35395376726395,103.739717096448,HDB,66.4319,Poor Accessibility,3,BUKIT BATOK
Block 460 (CHOA CHU KANG),1.37782264943043,103.735012354055,HDB,58.9207,Poor Accessibility,3,CHOA CHU KANG
Block 460 (PASIR RIS),1.37095910000001,103.959051431497,HDB,70.4719,Poor Accessibility,3,PASIR RIS
Block 460A (BUKIT BATOK),1.35426046045608,103.739309747692,HDB,65.4356,Poor Accessibility,3,BUKIT BATOK
Block 460B (BUKIT BATOK),1.35370592391877,103.739150308425,HDB,66.3153,Poor Accessibility,3,BUKIT BATOK
Block 460C (BUKIT BATOK),1.35332661921436,103.739335851293,HDB,67.311,Poor Accessibility,3,BUKIT BATOK
