name,lat,lng,location_type,accessibility_metric,accessibility_category,accessibility_code,region
Block 221 (JURONG WEST),1.34637376407877,103.712472819666,HDB,97.6828,High Accessibility,1,JURONG WEST
Block 221 (TOA PAYOH),1.34262180790845,103.856971772685,HDB,95.3359,High Accessibility,1,TOA PAYOH
Block 221 (PASIR RIS),1.37020193258519,103.961614642518,HDB,63.91,Poor Accessibility,3,PASIR RIS
Block 221 (SERANGOON),1.3591460613704,103.871810901097,HDB,142.5427,High Accessibility,1,SERANGOON
Block 221A (JURONG WEST),1.34522406568893,103.712800680774,HDB,102.3783,High Accessibility,1,JURONG WEST
Block 221B (JURONG WEST),1.34575695160082,103.713071862125,HDB,99.5386,High Accessibility,1,JURONG WEST
Block 222 (ANG MO KIO),1.36601817469807,103.839361424233,HDB,108.0636,High Accessibility,1,ANG MO KIO
Block 222 (TOA PAYOH),1.34176590225727,103.856041153786,HDB,99.4062,High Accessibility,1,TOA PAYOH
Block 222 (PASIR RIS),1.37069478705346,103.961797016209,HDB,62.907,Poor Accessibility,3,PASIR RIS
Block 222 (SERANGOON),1.35842952473611,103.8712240101,HDB,152.4722,High Accessibility,1,SERANGOON
Block 223 (ANG MO KIO),1.36604808445916,103.838122716883,HDB,99.3634,High Accessibility,1,ANG MO KIO
Block 223 (BISHAN),1.3584619012705,103.848248660015,HDB,127.2837,High Accessibility,1,BISHAN
Block 223 (TOA PAYOH),1.34126479712806,103.855552754659,HDB,101.0584,High Accessibility,1,TOA PAYOH
Block 223 (PASIR RIS),1.37064325604553,103.961453770838,HDB,63.8895,Poor Accessibility,3,PASIR RIS
Block 223A (SERANGOON),1.35784166371874,103.871144562235,HDB,162.6261,High Accessibility,1,SERANGOON
Block 224 (ANG MO KIO),1.36652735866587,103.838244397593,HDB,101.8728,High Accessibility,1,ANG MO KIO
Block 224 (BISHAN),1.35894550352623,103.847698643978,HDB,124.1304,High Accessibility,1,BISHAN
Block 224 (TOA PAYOH),1.34117607884148,103.85606624411,HDB,97.52,High Accessibility,1,TOA PAYOH
Block 224 (PASIR RIS),1.37062192913962,103.961110522182,HDB,64.8579,Poor Accessibility,3,PASIR RIS
Block 225 (ANG MO KIO),1.36739612776859,103.838150007464,HDB,104.118,High Accessibility,1,ANG MO KIO
Block 225 (BISHAN),1.35853006205077,103.847629904017,HDB,128.6729,High Accessibility,1,BISHAN
Block 225 (TOA PAYOH),1.33950753135564,103.855914162743,HDB,93.1007,High Accessibility,1,TOA PAYOH
Block 225 (PASIR RIS),1.37115763840719,103.961118398796,HDB,64.2265,Poor Accessibility,3,PASIR RIS
Block 225A (PASIR RIS),1.37182221530616,103.960911900237,HDB,63.968,Poor Accessibility,3,PASIR RIS
Block 225B (PASIR RIS),1.37185109460586,103.961181820479,HDB,63.203,Poor Accessibility,3,PASIR RIS
Block 226 (ANG MO KIO),1.36772803186644,103.838404951621,HDB,107.2139,High Accessibility,1,ANG MO KIO
Block 226 (BISHAN),1.35854600390716,103.847127313784,HDB,129.8344,High Accessibility,1,BISHAN
Block 226 (TOA PAYOH),1.33951566601807,103.857051021906,HDB,87.093,Moderate Accessibility,2,TOA PAYOH
Block 226 (PASIR RIS),1.37101230339472,103.961722370116,HDB,62.7606,Poor Accessibility,3,PASIR RIS
Block 226A (ANG MO KIO),1.36749458006861,103.839283930528,HDB,113.5389,High Accessibility,1,ANG MO KIO
Block 226B (ANG MO KIO),1.36732624025946,103.83955157933,HDB,115.0944,High Accessibility,1,ANG MO KIO
Block 226C (ANG MO KIO),1.36714737685637,103.839256279218,HDB,111.9175,High Accessibility,1,ANG MO KIO
Block 226D (ANG MO KIO),1.36680096218071,103.839152274224,HDB,109.6949,High Accessibility,1,ANG MO KIO
Block 226E (ANG MO KIO),1.36648736694818,103.839808163287,HDB,113.5373,High Accessibility,1,ANG MO KIO
Block 226F (ANG MO KIO),1.36664703130241,103.839567160062,HDB,112.3259,High Accessibility,1,ANG MO KIO
Block 226G (ANG MO KIO),1.36682450629497,103.839862466931,HDB,115.4947,High Accessibility,1,ANG MO KIO
Block 226H (ANG MO KIO),1.36717874094695,103.840157741978,HDB,119.6105,High Accessibility,1,ANG MO KIO
Block 227 (ANG MO KIO),1.36877838877909,103.840273944362,HDB,127.8787,High Accessibility,1,ANG MO KIO
Block 227 (TOA PAYOH),1.33951514445795,103.857970837281,HDB,84.1271,Moderate Accessibility,2,TOA PAYOH
Block 227 (PASIR RIS),1.37166868291671,103.961763681659,HDB,61.8924,Poor Accessibility,3,PASIR RIS
Block 227A (ANG MO KIO),1.36824620116561,103.840106392919,HDB,123.9821,High Accessibility,1,ANG MO KIO
Block 227A (TOA PAYOH),1.33904144822191,103.857955654132,HDB,83.9766,Moderate Accessibility,2,TOA PAYOH
Block 228 (ANG MO KIO),1.36775680586375,103.840152809913,HDB,122.2334,High Accessibility,1,ANG MO KIO
Block 228 (BISHAN),1.35811066688837,103.846584143075,HDB,135.9325,High Accessibility,1,BISHAN
Block 228 (TOA PAYOH),1.33914880025231,103.858779661838,HDB,82.911,Moderate Accessibility,2,TOA PAYOH
Block 228 (PASIR RIS),1.37216290593954,103.961379503001,HDB,62.278,Poor Accessibility,3,PASIR RIS
Block 228A (ANG MO KIO),1.36803452348308,103.839425598882,HDB,116.9049,High Accessibility,1,ANG MO KIO
Block 228A (TOA PAYOH),1.33889027948477,103.858573643597,HDB,83.4978,Moderate Accessibility,2,TOA PAYOH
Block 228B (ANG MO KIO),1.3683777926341,103.839223299345,HDB,116.4331,High Accessibility,1,ANG MO KIO
Block 229 (ANG MO KIO),1.36907465738659,103.838220693814,HDB,109.9472,High Accessibility,1,ANG MO KIO
Block 229 (TOA PAYOH),1.3387183120625,103.85919463592,HDB,83.1487,Moderate Accessibility,2,TOA PAYOH
Block 229 (PASIR RIS),1.37268853524266,103.961778642664,HDB,60.5644,Poor Accessibility,3,PASIR RIS
Block 23 (BEDOK),1.32526177883817,103.922628137628,HDB,150.7572,High Accessibility,1,BEDOK
Block 23 (WOODLANDS),1.44153974863437,103.773299897996,HDB,56.4549,Poor Accessibility,3,WOODLANDS
Block 23 (JURONG EAST),1.32285773181424,103.73923873397,HDB,66.3184,Poor Accessibility,3,JURONG EAST
Block 23 (BUKIT MERAH),1.27608072351135,103.820839521286,HDB,99.0638,High Accessibility,1,BUKIT MERAH
Block 23 (TOA PAYOH),1.33455570085904,103.857191175608,HDB,87.2033,Moderate Accessibility,2,TOA PAYOH
Block 23A (BEDOK),1.32529798262489,103.922108408026,HDB,140.8608,High Accessibility,1,BEDOK
Block 23A (BUKIT MERAH),1.27576882626015,103.820711583732,HDB,98.2654,High Accessibility,1,BUKIT MERAH
Block 230 (ANG MO KIO),1.36875041500147,103.837993360863,HDB,107.0756,High Accessibility,1,ANG MO KIO
Block 230 (BISHAN),1.35794579979948,103.845493593648,HDB,138.9608,High Accessibility,1,BISHAN
Block 230 (TOA PAYOH),1.33825592680641,103.859303071005,HDB,83.8046,Moderate Accessibility,2,TOA PAYOH
Block 230 (PASIR RIS),1.37289372103764,103.961153966738,HDB,61.8679,Poor Accessibility,3,PASIR RIS
Block 231 (ANG MO KIO),1.36856103572357,103.837525234344,HDB,102.7561,High Accessibility,1,ANG MO KIO
Block 231 (TOA PAYOH),1.33736006933422,103.8594923946,HDB,85.1489,Moderate Accessibility,2,TOA PAYOH
Block 231 (PASIR RIS),1.37337990743405,103.961401813164,HDB,60.5426,Poor Accessibility,3,PASIR RIS
Block 231A (PASIR RIS),1.37412655026971,103.961420157644,HDB,59.3822,Poor Accessibility,3,PASIR RIS
Block 232 (ANG MO KIO),1.36834606813391,103.837196046409,HDB,99.6532,High Accessibility,1,ANG MO KIO
Block 232 (BISHAN),1.35823053289739,103.845705326271,HDB,135.5256,High Accessibility,1,BISHAN
Block 232 (TOA PAYOH),1.3375718690811,103.858843935428,HDB,85.1357,Moderate Accessibility,2,TOA PAYOH
Block 232 (PASIR RIS),1.37472099992647,103.961671927365,HDB,57.8794,Poor Accessibility,3,PASIR RIS
Block 233 (ANG MO KIO),1.36754924977907,103.836740628478,HDB,94.3694,High Accessibility,1,ANG MO KIO
Block 233 (BISHAN),1.35857828138672,103.84572222004,HDB,131.2242,High Accessibility,1,BISHAN
Block 233 (JURONG EAST),1.34036433428736,103.740931530094,HDB,105.2305,High Accessibility,1,JURONG EAST
Block 233 (TOA PAYOH),1.33828365922679,103.858467966719,HDB,84.4174,Moderate Accessibility,2,TOA PAYOH
Block 233 (PASIR RIS),1.37412050805627,103.961908562397,HDB,58.2449,Poor Accessibility,3,PASIR RIS
Block 233A (TOA PAYOH),1.3382444607025,103.858886875897,HDB,84.1396,Moderate Accessibility,2,TOA PAYOH
Block 233A (PASIR RIS),1.37418662976165,103.962270699626,HDB,57.3203,Poor Accessibility,3,PASIR RIS
Block 234 (ANG MO KIO),1.36718287740141,103.836639986274,HDB,92.7773,High Accessibility,1,ANG MO KIO
Block 234 (BISHAN),1.35828690353072,103.846224760421,HDB,134.4194,High Accessibility,1,BISHAN
Block 234 (TOA PAYOH),1.33860148626926,103.857914069837,HDB,84.5237,Moderate Accessibility,2,TOA PAYOH
Block 234 (PASIR RIS),1.37328803650135,103.961830001962,HDB,59.6223,Poor Accessibility,3,PASIR RIS
Block 235 (ANG MO KIO),1.36682360708102,103.83649123895,HDB,90.9156,Moderate Accessibility,2,ANG MO KIO
Block 235 (BISHAN),1.35858789328623,103.846535796443,HDB,130.4752,High Accessibility,1,BISHAN
Block 235 (TOA PAYOH),1.33894969177117,103.857138926344,HDB,86.2721,Moderate Accessibility,2,TOA PAYOH
Block 235 (PASIR RIS),1.37346122110823,103.962314187689,HDB,58.2287,Poor Accessibility,3,PASIR RIS
Block 235A (PASIR RIS),1.37378594746561,103.962598862007,HDB,57.1329,Poor Accessibility,3,PASIR RIS
Block 236 (BISHAN),1.35900490157493,103.84700657533,HDB,125.0467,High Accessibility,1,BISHAN
Block 236 (JURONG EAST),1.34040691118426,103.742128554131,HDB,109.9736,High Accessibility,1,JURONG EAST
Block 236 (PASIR RIS),1.37447033709723,103.962580230162,HDB,56.2291,Poor Accessibility,3,PASIR RIS
Block 237 (BISHAN),1.35941996625404,103.847150341404,HDB,120.4431,High Accessibility,1,BISHAN
Block 237 (JURONG EAST),1.34071089584165,103.741213160816,HDB,103.5252,High Accessibility,1,JURONG EAST
Block 237 (PASIR RIS),1.37407916915993,103.962867929916,HDB,56.1364,Poor Accessibility,3,PASIR RIS
Block 237A (BISHAN),1.35917492420017,103.84665989799,HDB,123.685,High Accessibility,1,BISHAN
Block 238 (BISHAN),1.3597368747274,103.844696133217,HDB,115.0865,High Accessibility,1,BISHAN
Block 238 (JURONG EAST),1.34071930674982,103.74056288551,HDB,100.6668,High Accessibility,1,JURONG EAST
Block 238 (PASIR RIS),1.37370903858617,103.96321602063,HDB,55.8539,Poor Accessibility,3,PASIR RIS
Block 239 (BISHAN),1.36043776070807,103.844783880156,HDB,110.8215,High Accessibility,1,BISHAN
Block 239 (JURONG EAST),1.34096483548865,103.74091413759,HDB,100.2861,High Accessibility,1,JURONG EAST
Block 239 (PASIR RIS),1.37319323483764,103.963384554912,HDB,56.12,Poor Accessibility,3,PASIR RIS
Block 239A (PASIR RIS),1.37360463763709,103.963487222513,HDB,55.3907,Poor Accessibility,3,PASIR RIS
Block 24 (BEDOK),1.32481189041193,103.92253370146,HDB,146.2037,High Accessibility,1,BEDOK
Block 24 (WOODLANDS),1.44150533051525,103.77213161946,HDB,54.0592,Poor Accessibility,3,WOODLANDS
Block 24 (JURONG EAST),1.32349635256112,103.737884227151,HDB,66.2838,Poor Accessibility,3,JURONG EAST
Block 24 (BUKIT MERAH),1.27540949062767,103.820660541826,HDB,97.4961,High Accessibility,1,BUKIT MERAH
Block 240 (BISHAN),1.36084443929401,103.845181154251,HDB,112.5665,High Accessibility,1,BISHAN
Block 240 (JURONG EAST),1.34106751096494,103.741573199896,HDB,101.8665,High Accessibility,1,JURONG EAST
Block 240 (PASIR RIS),1.37336872347599,103.962796974808,HDB,57.2313,Poor Accessibility,3,PASIR RIS
Block 240A (JURONG EAST),1.3410034994554,103.742339009867,HDB,104.7167,High Accessibility,1,JURONG EAST
Block 240B (JURONG EAST),1.34089629265598,103.742683824984,HDB,106.5906,High Accessibility,1,JURONG EAST
Block 240C (JURONG EAST),1.34063904358362,103.742474504127,HDB,108.6661,High Accessibility,1,JURONG EAST
Block 241 (BISHAN),1.36084158995261,103.845466006164,HDB,113.0617,High Accessibility,1,BISHAN
Block 241 (HOUGANG),1.35650868784233,103.891840640482,HDB,90.2368,Moderate Accessibility,2,HOUGANG
Block 241 (JURONG EAST),1.3414812934447,103.742973359591,HDB,101.6624,High Accessibility,1,JURONG EAST
Block 241 (TOA PAYOH),1.33050536301596,103.855776378989,HDB,91.7384,High Accessibility,1,TOA PAYOH
Block 241 (PASIR RIS),1.37301618639189,103.962368251713,HDB,58.6912,Poor Accessibility,3,PASIR RIS
Block 242 (BISHAN),1.36135048116712,103.844866460025,HDB,113.9052,High Accessibility,1,BISHAN
Block 242 (HOUGANG),1.35738897663765,103.892167860466,HDB,92.8641,High Accessibility,1,HOUGANG
Block 242 (JURONG EAST),1.34190350538593,103.74279685963,HDB,97.9158,High Accessibility,1,JURONG EAST
Block 242 (TOA PAYOH),1.32985845976054,103.855821390119,HDB,92.2172,High Accessibility,1,TOA PAYOH
Block 242 (PASIR RIS),1.37157810599867,103.962507576752,HDB,60.0959,Poor Accessibility,3,PASIR RIS
Block 243 (BISHAN),1.36108499863065,103.844635624659,HDB,112.1283,High Accessibility,1,BISHAN
Block 243 (JURONG EAST),1.34206406490644,103.743306656115,HDB,97.4622,High Accessibility,1,JURONG EAST
Block 243 (TOA PAYOH),1.33024058590573,103.856533205246,HDB,88.5889,Moderate Accessibility,2,TOA PAYOH
Block 243 (PASIR RIS),1.37155210403562,103.962993228282,HDB,58.9228,Poor Accessibility,3,PASIR RIS
Block 244 (ANG MO KIO),1.3672797238318,103.834626064665,HDB,82.2732,Moderate Accessibility,2,ANG MO KIO
Block 244 (BISHAN),1.36040959224239,103.844372434323,HDB,109.5135,High Accessibility,1,BISHAN
Block 244 (BUKIT BATOK),1.34918269764742,103.757239164878,HDB,87.2954,Moderate Accessibility,2,BUKIT BATOK
Block 244 (JURONG EAST),1.34263187196449,103.742133807093,HDB,91.7809,High Accessibility,1,JURONG EAST
Block 244 (TOA PAYOH),1.33069367982742,103.85635902134,HDB,89.3691,Moderate Accessibility,2,TOA PAYOH
Block 244 (PASIR RIS),1.37145484462509,103.963382896053,HDB,58.0832,Poor Accessibility,3,PASIR RIS
Block 244 (YISHUN),1.43374226274799,103.841257885463,HDB,108.432,High Accessibility,1,YISHUN
Block 245 (ANG MO KIO),1.36768706259191,103.834747335102,HDB,82.805,Moderate Accessibility,2,ANG MO KIO
Block 245 (BISHAN),1.36019474589915,103.84413136044,HDB,109.4028,High Accessibility,1,BISHAN
Block 245 (BUKIT BATOK),1.3496481268301,103.757332776738,HDB,85.2534,Moderate Accessibility,2,BUKIT BATOK
Block 245 (JURONG EAST),1.3416807983165,103.741783307334,HDB,97.6414,High Accessibility,1,JURONG EAST
Block 245 (TOA PAYOH),1.33107747701121,103.856607585662,HDB,88.6497,Moderate Accessibility,2,TOA PAYOH
Block 245 (PASIR RIS),1.37110012229173,103.96304680441,HDB,59.2676,Poor Accessibility,3,PASIR RIS
Block 245 (YISHUN),1.43454219874646,103.842114172195,HDB,97.4536,High Accessibility,1,YISHUN
Block 245A (PASIR RIS),1.37083252837046,103.963392169031,HDB,58.6867,Poor Accessibility,3,PASIR RIS
Block 245B (PASIR RIS),1.37084524541085,103.963156685528,HDB,59.253,Poor Accessibility,3,PASIR RIS
Block 246 (BISHAN),1.36066100742125,103.843366622934,HDB,105.4329,High Accessibility,1,BISHAN
Block 246 (BUKIT BATOK),1.34964706301784,103.757617809641,HDB,84.4883,Moderate Accessibility,2,BUKIT BATOK
Block 246 (JURONG EAST),1.34177658836855,103.740057253589,HDB,91.7958,High Accessibility,1,JURONG EAST
Block 246 (TOA PAYOH),1.33078082665669,103.855844268285,HDB,91.0677,Moderate Accessibility,2,TOA PAYOH
Block 246 (PASIR RIS),1.37110870483675,103.962453963376,HDB,60.7472,Poor Accessibility,3,PASIR RIS
Block 246 (YISHUN),1.43509085774181,103.84269104902,HDB,90.853,Moderate Accessibility,2,YISHUN
Block 246A (BISHAN),1.36094433191266,103.843679008391,HDB,107.8962,High Accessibility,1,BISHAN
Block 247 (BISHAN),1.36108263852717,103.843138950412,HDB,105.7944,High Accessibility,1,BISHAN
Block 247 (BUKIT BATOK),1.34992955087992,103.756979034067,HDB,85.0043,Moderate Accessibility,2,BUKIT BATOK
Block 247 (TOA PAYOH),1.33106276500964,103.855267007861,HDB,94.1577,High Accessibility,1,TOA PAYOH
Block 247 (PASIR RIS),1.37068230836737,103.96250106435,HDB,61.0715,Poor Accessibility,3,PASIR RIS
Block 247 (YISHUN),1.43499780616096,103.842069242281,HDB,96.8823,High Accessibility,1,YISHUN
Block 248 (BISHAN),1.36137886436098,103.843318214873,HDB,107.7292,High Accessibility,1,BISHAN
Block 248 (HOUGANG),1.35937034964577,103.892587549209,HDB,100.5281,High Accessibility,1,HOUGANG
Block 248 (JURONG EAST),1.34227314306725,103.740101374257,HDB,89.196,Moderate Accessibility,2,JURONG EAST
Block 248 (TOA PAYOH),1.33136716741014,103.855879359987,HDB,91.0537,Moderate Accessibility,2,TOA PAYOH
Block 248 (PASIR RIS),1.37060375736955,103.96301959535,HDB,59.8313,Poor Accessibility,3,PASIR RIS
Block 248 (YISHUN),1.43566049426782,103.842373027861,HDB,92.1929,High Accessibility,1,YISHUN
Block 249 (BISHAN),1.3612409106487,103.843772590269,HDB,109.3969,High Accessibility,1,BISHAN
Block 249 (TOA PAYOH),1.33131573283592,103.85665702204,HDB,88.4937,Moderate Accessibility,2,TOA PAYOH
Block 249 (PASIR RIS),1.37014231267727,103.963284469396,HDB,59.5995,Poor Accessibility,3,PASIR RIS
Block 249 (YISHUN),1.43524068670504,103.841852407535,HDB,98.3896,High Accessibility,1,YISHUN
Block 25 (WOODLANDS),1.4419400958206,103.772053205058,HDB,53.0911,Poor Accessibility,3,WOODLANDS
Block 25 (JURONG EAST),1.32307929386097,103.737791107104,HDB,64.74,Poor Accessibility,3,JURONG EAST
Block 25 (BUKIT MERAH),1.27633689840283,103.819194353538,HDB,97.3291,High Accessibility,1,BUKIT MERAH
Block 25 (TOA PAYOH),1.33356606706026,103.856981751253,HDB,86.7175,Moderate Accessibility,2,TOA PAYOH
Block 250 (BISHAN),1.3616148191445,103.843937148209,HDB,111.5155,High Accessibility,1,BISHAN
Block 250 (BUKIT BATOK),1.35105549277865,103.757080302123,HDB,80.1627,Moderate Accessibility,2,BUKIT BATOK
